20.0	-56.0	-22.0	Crbllm_R
-18.5	-57.2	-22.0	Crbllm_L
-4.0	-2.0	54.0	SMA_L
-36.0	-18.0	58.0	M1_L
-14.0	-18.0	6.0	Thal_L
-26.0	-4.0	60.0	PMd_L
26.0	-4.0	56.0	PMd_R
40.0	-42.0	54.0	IPS_R
-26.0	-4.0	0.0	Ptmn_L
-17.6	-5.2	-0.3	Plldm_L
38.0	-18.0	58.0	M1_R
-56.0	4.0	30.0	IFGp_L
-18.0	-56.0	66.0	SPL_L
14.0	-18.0	6.0	Thal_R
26.7	-1.1	3.5	Ptmn_R
22.4	-6.2	-2.8	Plldm_R
